id, name, website, industry, active, bank_mid, notification_url
"47585cef-fa0a-4456-a6cf-4b0891bb8dd8","Bernhard Group","http://schaefer.name","Fully-configurable",true,"525e438d","http://treutelrolfson.io/lauretta"
"4de94b2c-a464-419f-84de-0b3eb8eb55d1","Jaskolski, Beahan and Trantow","http://sipes.net","User-friendly",true,"4c4fe22b","http://stanton.org/margaret"
"045531c5-3931-4f53-9b15-b71253f83842","Fadel, Runolfsson and McCullough","http://funkkling.biz","pricing structure",true,"dc622534","http://schinner.name/anya"
"ce69dde0-88da-4a03-b8a7-04c80eac1981","Lebsack, Wiza and Cruickshank","http://gaylord.info","Persevering",true,"dd01652b","http://windler.net/jamil.bauch"
"37e1f357-44c6-4a8c-b58a-4bedab735fe5","Toy Inc","http://gleasonokuneva.biz","Centralized",true,"d4efa5f1","http://langworth.co/cyril.considine"
"0929dff0-7d2b-4c87-ad82-17b91280072c","Kemmer LLC","http://ryan.net","Inverse",true,"ebf12d9e","http://corkery.info/gilberto_krajcik"
"137a7918-c98f-4995-a545-065a27b29358","Nader, Ebert and Yost","http://konopelski.info","24/7",true,"0940d514","http://runolfsdottirbatz.biz/ida.huels"
"fc9a1d34-ca90-44c7-9df1-1dfce0272052","Windler-Bartoletti","http://bergnaummccullough.com","Versatile",true,"c4f7778a","http://hickle.com/stewart.leffler"
"f2f307f5-1a72-4661-a7a3-6166880667b9","Cremin-Mann","http://bernhard.net","Profound",true,"670bcd85","http://swiftkrajcik.name/alexis"
"bc33f900-ef32-4680-a1a7-76a15143ef86","Farrell and Sons","http://dicki.net","radical",true,"a9f57fd6","http://emardpollich.info/ro_crona"
"542aba7c-c725-4612-845c-d6e9d010c7da","Lesch Group","http://dach.net","monitoring",true,"ed29f3d3","http://considinepollich.biz/humberto_glover"
"008f8b5c-0e19-4c6d-aef9-9b347ccbd4cc","Shields-Haag","http://stiedemann.co","Proactive",true,"231b8f89","http://wintheiser.co/uriah"
"a1d118ea-2142-4763-8e90-50db6c631b56","Klein-Runolfsson","http://aufderhar.io","motivating",true,"2577575a","http://gerlach.io/eduardo_watsica"
"232fad1c-6da8-4e51-9d8c-31fa4f010d73","Sipes, Haag and Kiehn","http://rodriguezcollier.com","functionalities",true,"fba26cae","http://stracke.name/audie.hermann"
"cc2c8195-b970-4292-a55e-5a3b795f2a37","Cummings, O'Reilly and Koepp","http://kohlerkilback.info","fresh-thinking",true,"2c830b2e","http://sporerprice.net/oran"
"58132dd1-c7bf-462a-b504-8a677b2e5246","Bartoletti and Sons","http://westwolff.com","Virtual",true,"b00971f7","http://williamson.com/nicola"
"7ba8d705-edee-4d45-b522-d6af07e4e9e8","Barton, Zemlak and Dare","http://kreiger.io","Phased",true,"6f931677","http://lemke.com/jermain"
"01ddafa0-e5d8-4d1f-8831-227eddefd65f","Osinski, Corwin and Lindgren","http://willms.biz","matrix",true,"8b96fa1c","http://rempel.info/tyrique_stamm"
"eb3d1276-54ca-4462-bf2f-d2d4a86b8259","Kertzmann-Adams","http://bogisich.name","Monitored",true,"231b5575","http://schneider.com/edna.beer"
"9da999b6-23e6-4f59-9619-e3afd2d190c7","Leuschke, O'Reilly and Zieme","http://mueller.name","infrastructure",true,"f553cfc1","http://mitchell.org/faustino"
"ef2baa7f-4f00-4edb-965d-b041b9e7d724","Bahringer Inc","http://glover.info","methodology",true,"9009f353","http://windler.org/amara"
"3befc59a-0b10-47eb-abfa-85653853dcab","Bednar, Thiel and Buckridge","http://reichel.co","Pre-emptive",true,"642ef2ea","http://mohrstokes.biz/angelita"
"c925ba2c-506e-40f0-aa5c-fe804537ba3c","Renner, Hills and Daniel","http://tromp.biz","hybrid",true,"b76254c0","http://kelerbalistreri.name/meggie.ko"
"005ebdd2-a7f8-4410-b329-7c338fd8a5b7","Hammes-Batz","http://kohlermurphy.name","software",true,"bb0a4cab","http://kirlin.info/shawna.mcglynn"
"6e0447ce-e21b-4fcc-87e1-37dcd0625a56","Schaefer, Stiedemann and Johns","http://ankunding.com","Devolved",true,"024e2aa3","http://rowemorar.name/ella_rohan"
"bc394e22-e7dc-4d4b-93ec-63b0c0b647ae","McLaughlin LLC","http://gleichner.net","attitude",true,"9b246dc5","http://pouros.net/camylle.abshire"
"fa46e591-3678-48c3-8428-f643073fb231","Abernathy-Leffler","http://rutherford.name","Cross-group",true,"85c93698","http://berge.com/orlando"
"a3a0a1aa-f007-45cb-9b8a-8d05289a0c4a","Oberbrunner, Walter and Schimmel","http://wunsch.info","disintermediate",true,"d810525a","http://wuckertyost.co/watson_wuckert"
"0b041039-f8a0-4629-900e-88c740268137","Dickens-Graham","http://rau.org","algorithm",true,"5d96ca67","http://fisher.info/kallie.langworth"
"c31cc4f8-8add-4da2-9b6e-80c1f383c7c7","Toy, Yost and Thiel","http://hansen.com","extranet",true,"1f5c6c72","http://hartmann.co/alena"
"fd50186d-d838-4420-906f-ae5c74a69b3c","Rutherford-Marvin","http://harber.name","definition",true,"7c1ee30c","http://vonschulist.io/judson"
"347e8040-0799-4bc3-b15b-ba46f791ee87","Conn, Sporer and Nikolaus","http://zulauf.org","4th generation",true,"8ea523e8","http://yundt.biz/brady"
"52102371-7bdf-44ca-8b91-90e979829dfa","Altenwerth Inc","http://bayer.co","Robust",true,"24b381da","http://murphywilkinson.com/dorothy.mante"
"2ff6534a-49a5-4e78-805c-6ccb7b9c17e5","Smitham Inc","http://dach.info","Reverse-engineered",true,"21c3f936","http://mayert.com/jeff"
"21af5c8c-6d3a-44d2-a005-c4c04188e60f","Ankunding-Oberbrunner","http://bartellgreenfelder.co","Profound",true,"38eb667d","http://schaden.org/shany_kuvalis"
"56b37b78-48f0-493d-9bc0-349320a5ce32","Fay-Lang","http://littlebecker.io","Persistent",true,"5f707502","http://yundt.info/kallie"
"5fca4221-9ad3-4d4b-a32b-cc3810f70e16","Donnelly, Aufderhar and Christiansen","http://aufderharjohnston.io","hybrid",true,"1d5b4c4d","http://lebsackdonnelly.biz/adell_abbott"
"3fd32a44-988c-45cc-90e6-5c207b3456b6","Tillman, Johnson and Bogan","http://pollichstroman.name","challenge",true,"d12586b7","http://schultz.org/frieda.heaney"
"70dfb3f8-a7ba-475c-be98-9970eba07772","Schmeler-Hettinger","http://franecki.co","bifurcated",true,"8d331f92","http://larkin.co/floy.lynch"
"dee6d579-43ef-409c-8f5a-f3da5e5ec331","Pfeffer, Boyle and Schneider","http://boyer.io","analyzer",true,"345d46f9","http://champlinhilpert.net/kristian_rippin"
"f54296e1-1b58-4a27-b0e6-b0c92a3ff787","Keebler-King","http://ryan.net","process improvement",true,"b673a39b","http://larson.biz/teagan"
"7062d383-82aa-4dc8-ab0e-3fc4aab7f203","Kuvalis, Schroeder and Howell","http://shanahan.org","empowering",true,"41c94ecc","http://tromp.co/brenna"
"e2be452f-f473-45f9-b66a-1bb0af7d4cf8","Krajcik Group","http://lang.name","functionalities",true,"68e6a8af","http://bashirian.co/lelah.dickinson"
"ef9d84d5-18d5-4aac-b3c4-b2562b7c28f1","Breitenberg, Bechtelar and Schinner","http://abbottsimonis.info","Business-focused",true,"c7c8fa29","http://kaulke.io/estrella"
"55ae8010-039c-4caf-b035-7e4be950b419","Bins-Schimmel","http://romaguerametz.org","open architecture",true,"6c494bd8","http://haneharris.name/micaela.johnson"
"71678ce5-805c-45ff-904f-c3e0ec5565b1","Koch, Marks and Connelly","http://von.com","collaboration",true,"34833305","http://framigutmann.biz/raphael_walter"
"86b10aa4-89f2-44cb-9095-658028e8d150","Wunsch Inc","http://nienowrowe.org","standardization",true,"b65f7709","http://rau.co/german"
"d7c7ef67-4afe-492f-acc3-07f620afcf54","Konopelski-Armstrong","http://halvorsonhoeger.biz","monitoring",true,"7b6d67ce","http://ferry.name/lucio"
"cf6cdf5e-65c2-4a44-9618-10fe6be74102","Abbott, Will and Gusikowski","http://lowelarson.name","ability",true,"8b8eba9e","http://schowalterschmitt.biz/german_wehner"
"d5492f36-4dd4-4623-8326-50066de61e17","Johnson-Dickinson","http://kerlukeroob.com","fresh-thinking",true,"b3c5ce8f","http://waters.co/halie_strosin"
"9be306f7-18ee-4520-af19-85da78ce8ca1","Powlowski-Aufderhar","http://lehnerosinski.biz","methodical",true,"753ae6d9","http://gulgowski.net/bobbie"
"c1bd00e3-3f46-429d-971d-69657cc6957a","Raynor, Prohaska and Orn","http://yost.com","time-frame",true,"ecb3fddd","http://fisher.biz/friedrich"
"62172736-49e5-4949-92ef-a95108236504","Schiller, MacGyver and West","http://hamill.biz","firmware",true,"8448d6fb","http://bashirian.net/prudence.gleason"
"152aab7c-ca51-43fc-a963-547ce2cd48ba","Dicki-Nicolas","http://wisokyschaefer.net","exuding",true,"3b849bbf","http://zboncak.co/jalon.kunde"
"d95c9d7b-8501-4ee7-8c28-b40d9ac9af75","Reichel and Sons","http://trantow.io","Customizable",true,"a3c5f4cf","http://emardwilkinson.biz/abdullah"
"9c146bc4-a745-4f66-b0d8-896983b8eb5c","Boyle, Ward and Abbott","http://bode.name","adapter",true,"c9b0a76d","http://wolfwiegand.io/christa"
"412665fb-6e9d-4353-bf2b-e2d220bed6f3","Roob Group","http://lynch.net","Advanced",true,"ebe1ba35","http://spencerparker.co/caitlyn"
"3cdbca2e-3044-4447-aeab-8e83d43d483d","Spencer Group","http://beahan.net","productivity",true,"3e4d80fb","http://abernathy.io/loren"
"1732a8f0-437f-4db9-b2d0-b5e6fea48339","Kulas-Wolf","http://baumbach.com","archive",true,"53708a9c","http://stanton.biz/shanelle"
"3cd4798e-ee25-461f-bd36-6d3ea879fd0e","Ullrich and Sons","http://herman.net","fresh-thinking",true,"10de2eb6","http://feest.co/jairo"
"c44bd388-6234-4d52-aa1c-cdbcc37dd857","Toy Group","http://watsica.biz","algorithm",true,"f1714207","http://schiller.info/elenora"
"f3867955-0926-49c5-b6db-501037058bd2","Leuschke, Rau and Kassulke","http://hyatt.io","Stand-alone",true,"f1b18759","http://gusikowski.biz/aubree"
"d79ca6bf-c77d-4043-9c6d-7882618e1abb","Schaefer LLC","http://pfeffer.org","user-facing",true,"c2bb0032","http://sanfordferry.co/michale"
"748d880e-9973-4384-bfa8-b34c9f08e7af","Heidenreich Group","http://gleason.name","Open-source",true,"49a7b681","http://will.info/milo_nikolaus"
"7aee7650-1654-464c-b9e2-21bdcb784eae","Rutherford Group","http://prohaska.org","Profit-focused",true,"86e646b8","http://greenbeer.name/annie.tillman"
"fa7868f6-6409-4101-82a4-2c4b3a9b6b16","DuBuque-Beahan","http://ernser.biz","Enterprise-wide",true,"22c06714","http://bayer.biz/deontae_mcglynn"
"0d3e36ac-7f7f-4f3a-8038-235e7a349a0b","Jacobson, Kling and Mohr","http://swift.net","hub",true,"94828729","http://kshlerin.name/jon_larson"
"5c66ff83-837e-4739-bf16-237713a63993","Beer, Grant and Dietrich","http://langosh.info","neutral",true,"16ee5243","http://stamm.org/clemmie"
"fe47ff40-c013-4e1f-900c-2abd7006265e","Gibson LLC","http://murazik.net","Managed",true,"9594bcc6","http://feeney.name/mertie"
"a7b15eb1-ed1f-4a05-b9c5-de5d45de6620","Goldner Inc","http://feil.org","parallelism",true,"eafc6d13","http://hettingerwilkinson.name/adolph_stehr"
"a8debead-4e08-49dc-8c07-1330b62e2d36","O'Connell and Sons","http://maggio.net","Optimized",true,"829ce8d0","http://macgyver.com/noelia_lehner"
"d96f36e2-0ded-444c-a9a2-e9b695297be6","Hansen-McLaughlin","http://ryan.co","Pre-emptive",true,"34544a3d","http://bergstrom.com/meggie"
"77381c85-5c4c-40cf-9d32-27bb6c831326","Feeney and Sons","http://goyette.net","background",true,"b02da5e0","http://kuvalis.org/darien"
"ed2fc21b-aaf4-4eea-854b-a20cb7e1b630","Schiller-Schmitt","http://schuppe.net","alliance",true,"5b9331ca","http://mcclure.info/payton"
"27cb131a-48e5-4aeb-b2c4-e5746b7b5e16","Dickinson-Maggio","http://nitzschemedhurst.co","User-centric",true,"34da7992","http://emmerich.biz/gerson.blanda"
"8b1c39ee-9aed-4e15-bfd9-67027a9696c8","Corkery-Borer","http://hammes.com","uniform",true,"28aacae0","http://lueilwitz.net/reva.waelchi"
"c2055b63-214f-4d74-b1d2-ceda107aa603","Batz-Moore","http://schmeler.io","next generation",true,"965677cb","http://grimescartwright.info/jaylon"
"70bf724d-fedd-42f0-984d-80077cc6962f","Abshire Inc","http://cummerata.org","national",true,"ea8685a6","http://rodriguez.info/winnifred"
"087f1fca-989a-422c-95e0-bf05c4a6a67d","Lang and Sons","http://jast.name","Assimilated",true,"ab0a4ae0","http://walsh.info/alexzander"
"3f8bbef0-691a-4153-8694-6dde8e811883","Kunze-Brekke","http://baumbachbode.org","hardware",true,"5249fe3a","http://hermann.name/milo"
"b10855db-980f-4bce-93e9-ac1d072458fa","Welch-Bode","http://leuschkemann.info","Adaptive",true,"3a99b14e","http://gerhold.org/kennedy.carroll"
"055dc787-1a7e-4578-86c5-21fe65fbaa4d","Boehm Group","http://larson.io","intermediate",true,"2f5c71cf","http://mcglynn.co/jake_schamberger"
"a6c3465d-48a7-49e2-aadc-aa53648acba5","Gulgowski-Leannon","http://ziemannmills.org","Graphic Interface",true,"74e69093","http://pouros.name/kayleigh"
"86cdb014-3a06-486b-ae18-1d57efc23660","Hoeger LLC","http://murray.io","Persevering",true,"b6b91e0a","http://waters.biz/davon"
"003e437a-f950-462a-9ec2-38655d99db7e","Wunsch, Bednar and Moen","http://feil.biz","static",true,"5fd1dd5b","http://robertsjacobi.org/ernestina.crona"
"8bd7f0f3-4cbb-46d1-a4d5-d0a93d1f489f","Hane, Swaniawski and Hahn","http://reichert.info","service-desk",true,"d844c9c3","http://pollich.co/alan"
